controller,pkg_controller,pkg_domain,pkg_repository,repository,architecture,pkg_infrastructure,service,repo_name,pkg_service,configuration,pkg_usecase,pkg_application,component,total_java_files
1,1,,1,3,mvc,,1,employee-tracker-dms,1,0,,2,0,8
1,1,,1,0,mvc,,1,Employee_Directory,2,0,,2,0,7
1,1,,1,0,mvc,,1,Employee_Management_Springboot,1,0,,2,0,6
1,1,,1,1,mvc,,1,Employee_management_system,1,0,,4,0,9
6,6,12,,1,mvc,,3,Enterprise-Architecture,41,1,,2,5,174
5,4,,,0,mvc,,4,EventManagementApp,4,0,,2,0,20
3,3,,3,3,mvc,,3,EventManagementSystem,6,0,,2,0,18
3,4,,5,0,mvc,,0,Exam-Registration-System-Using-SpringBoot-MVC-Architecture-,,0,,1,1,15
17,17,,,7,mvc,,7,Exam_Seating_Arrangement_System,7,0,,2,0,40
4,3,,,5,mvc,,0,Extended-MVC-Architecture-Layered-with-SpringBoot-Data-JPA-Maven-Web-MVC-Point-of-Sales-System-POS-,,0,,,3,38
0,,,,0,mvc,,0,File-Upload-Download-App,,0,,1,0,1
3,3,,3,0,mvc,,3,firstjobapp,6,0,,2,0,17
3,3,,3,0,mvc,,0,Fitness-Application,2,0,,14,0,14
3,7,,,3,mvc,,0,Fleet-Management-final,,1,,1,3,23
4,4,,4,0,mvc,,1,flightReservationApp,2,0,,2,0,18
3,3,,2,0,mvc,,3,Flipkart-Management-System,3,1,,1,0,13
11,19,,7,2,mvc,,3,full-stack-application,19,6,,68,1,68
1,1,,1,0,mvc,,0,FullStackProject,,0,,2,0,5
1,1,,,0,mvc,,0,fullstack_web_dev_lab_08,,0,,1,0,3
2,1,,,1,mvc,,1,Full_Stack_TodoWeb-Project-using_SpringBoot,1,1,,2,0,8
1,1,,9,9,mvc,,1,Gestion-Cinemas,2,0,,2,0,24
2,2,,3,0,mvc,,1,gestion-comptes-bancaires-JEE-springmvc-jpa,,1,,2,0,18
3,5,,6,0,mvc,,2,Gestion-des-patients-,3,1,,2,0,23
3,3,,6,4,mvc,,3,Good-Reads-Advanced,3,0,,2,0,17
1,1,,,0,mvc,,0,grade-submission,1,0,,2,0,5
1,1,,4,0,mvc,,0,GraduationProject-Backend,,0,,2,0,13
3,4,,3,0,mvc,,3,Guess_Card_Game,3,1,,2,2,43
1,1,,,0,mvc,,1,Hara-Krishna-Hospital---Doctor-Appointment-System,2,0,,2,0,7
11,11,,14,9,mvc,,12,homeService,111,4,,1,16,111
5,5,,4,0,mvc,,5,hoobank_backend,6,1,,2,0,27
21,3,,3,0,mvc,,3,hospital-app,21,0,,2,0,21
5,4,,8,6,mvc,,3,hotel-integration-api-server,3,1,,2,1,53
9,8,,11,11,mvc,,11,HotelBookingApp,21,1,,2,2,81
2,2,,2,0,mvc,,2,HotelXYZ,2,0,,4,0,14
6,4,,6,1,mvc,,6,Hotel_Booking_App_Backend,10,1,,2,0,55
1,1,,1,1,mvc,,1,HRMS-Employee-Management-Data-Organization-System,2,0,,2,0,7
3,7,,3,3,mvc,,3,ImageHoster_application,4,1,,21,2,21
1,1,,4,0,mvc,,3,InCustomers,5,1,,1,1,17
2,1,,2,0,mvc,,1,Insurance-manegement,2,1,,3,0,15
8,8,,1,5,mvc,,7,Integrative-Software-Engineering,18,1,,40,3,80
11,22,,19,16,mvc,,13,Internet-Services-Architectures-Laboratories,169,0,,23,44,169
1,1,,1,1,mvc,,1,Inventory-Items-backend-API,,2,,2,0,9
1,1,,1,1,mvc,,1,Inventory-Management-System,1,0,,2,0,6
1,1,,1,1,mvc,,1,inventory-managment,1,0,,2,0,6
0,1,,1,1,mvc,,0,InventoryCRUDJava,,0,,2,0,6
12,23,197,4,4,mvc,11,12,isolating-the-domain,17,0,,29,0,197
1,1,,1,0,mvc,,1,Java-Challenge-EmployeeSystem,2,0,,2,0,7
,,,,,mvc,,,java-clean-architecture,,,,,,0
1,1,1,1,1,mvc,,1,java-crud,1,0,,2,0,6
10,15,,13,9,mvc,,9,Java-Spring-boot-result-API,13,1,,1,3,86
1,1,,1,0,mvc,,1,Java-Student-Management-System,2,0,,2,0,7
1,1,,,1,mvc,,1,Job-App,1,0,,2,1,6
1,1,,,1,mvc,,1,job-app-with-spring-data-jpa,1,0,,2,1,6
3,3,,4,4,mvc,,4,Job-Portal,7,2,,2,1,27
1,1,,3,0,mvc,,0,job-portal-spring-boot-mongo,,0,,2,1,7
8,15,,,1,mvc,,0,Jobs-Search-Easy,,1,,13,20,96
8,15,,,1,mvc,,0,JobsMadeEasy,,1,,13,20,96
1,1,,,1,mvc,,1,Job_Application_Portal-Java_SpringBoot_Project,1,0,,8,1,8
1,1,,,1,mvc,,1,JPAandHibernate,1,0,,2,0,9
3,1,,1,1,mvc,,1,learn_springBoot_week2,1,2,,2,0,18
2,2,,2,2,mvc,,2,LiBooksLite,2,0,,2,3,13
5,5,,4,0,mvc,,4,Library-Management-System,8,0,,2,0,24
6,6,,5,1,mvc,,6,Library-System-Management-SpringBoot-Project,12,1,,2,0,39
5,5,,6,6,mvc,,5,LibraryManagement,10,0,,2,0,29
6,6,,9,2,mvc,,10,Lingoder,10,3,,2,4,39
4,4,,3,3,mvc,,4,Loan_system_microservices,21,0,,6,0,21
1,,,,0,mvc,,1,Logica-Empresarial-Java11-Spring-Boot-2.7.11,2,0,,2,0,7
5,5,3,2,2,mvc,,3,ManagerApp,14,2,,4,0,28
4,4,22,14,5,mvc,19,8,meserodigital,16,3,,23,0,73
2,3,1,1,0,mvc,,1,microservices-spring-books-service,17,0,,2,3,17
1,4,,,0,mvc,,0,Model-View-Controller,,0,,2,1,4
1,2,,1,1,mvc,,1,modern-mvc-spring-boot,2,0,,2,0,11
2,2,,1,0,mvc,,1,mongoo-db-exp,2,0,,2,1,11
3,2,,3,0,mvc,,6,MovieAPI_Spring_Boot_Backend_Service,27,2,,3,0,27
1,1,,1,1,mvc,,1,Movies-Director-SpringBoot-Project,1,0,,1,0,7
1,1,,,1,mvc,,1,Music-Playlist-Manager-Web-App,1,1,,2,0,9
1,1,,,2,mvc,,2,MVC-Architecture,2,0,,2,1,7
2,2,,2,2,mvc,,4,MVC-Spring-Boot-,4,0,,2,0,17
1,1,,1,1,mvc,,0,MVCarchitecture,1,1,,2,0,8
5,5,,3,2,mvc,,2,My-blog-app,3,2,,19,2,19
1,1,,,0,mvc,,0,myBank,2,0,,,0,12
1,1,,1,1,mvc,,1,My_Coffee_Shop,2,0,,2,0,7
4,4,,4,2,mvc,,2,nieruchomosci-app,2,2,,1,0,18
2,1,,1,1,mvc,,1,Notepad-API,2,0,,2,0,11
8,8,,,0,mvc,,13,NotesVault,14,3,,1,0,36
12,10,,,0,mvc,,6,Online-Interview-System,14,10,,4,16,102
0,8,,,0,mvc,,0,Online-Pizza-Order,,0,,,0,22
4,4,,4,0,mvc,,5,online-shopping-app,43,9,,12,5,52
0,20,,11,0,mvc,,0,OnlineShop,,0,,,0,73
4,2,,2,0,mvc,,2,OOD-project,2,0,,2,2,16
1,3,,4,0,mvc,,1,OpenClassrooms-Project5,5,0,,2,2,15
5,5,,7,6,mvc,,8,Organization-Management-System,14,0,,2,0,37
3,3,,3,0,mvc,,1,Payroll_Processing_System,3,0,,3,0,21
3,2,,4,0,mvc,,3,person-address-api,8,0,,2,6,28
0,,,,0,mvc,,1,personnel-management-system,1,0,,7,0,8
0,17,,,0,mvc,,0,PET-HUB-Web-Application,,0,,30,0,30
,,,,,mvc,,,PetClinic,,,,,,0
5,69,67,37,4,mvc,,16,planogram-nomenclature,,2,49,,0,211
4,4,,3,3,mvc,,3,POS-system-backend,6,2,,,3,34
1,1,1,1,1,mvc,,1,primera-web-spring-boot,2,0,,2,0,7
0,,,10,0,mvc,,0,PrimeTune,9,0,,1,0,56
4,5,,,4,mvc,,7,ProductManangement,6,2,,2,0,30
1,1,,,1,mvc,,1,product_sb_hb,1,0,,1,2,5
3,3,,2,2,mvc,,2,Product_Service,30,1,,3,0,30
1,1,,,0,mvc,,1,product_spring_boot_backend_mvc,2,0,,2,0,11
2,3,,,3,mvc,,3,Project-Manager-App,4,0,,2,0,19
6,8,,5,0,mvc,,8,project-rest-api,12,2,,3,2,62
2,2,,1,1,mvc,,0,projectBank,,0,,2,0,7
2,2,,,1,mvc,,2,QuizApp,2,0,,2,0,12
4,4,,,0,mvc,,0,rate-limiter,,3,,2,0,36
2,2,,2,2,mvc,,1,Reactive-SPRING_BOOT-MVC_Architecture-Email-Web_Socket-CRUD-Filter-Sort-Search-with-MongoDB,1,1,,2,1,14
3,4,,2,1,mvc,,2,RendezVenue-API,12,1,,2,0,26
1,1,,1,0,mvc,,1,Report-Generation-Project,2,0,,2,4,12
1,1,,1,1,mvc,,1,REST-API,1,1,,2,0,11
2,2,,2,0,mvc,,2,REST-BACKEND-USING-SPRING-MVC,2,0,,2,0,11
4,3,3,3,3,mvc,,4,RestarentOrderManagement,3,0,,2,0,14
2,2,,4,0,mvc,,2,RESTful-API-Services-w-MVC-Architecture,15,1,,2,0,15
3,2,,2,1,mvc,,2,Restful-Web-Services,14,1,,2,0,14
5,6,,6,0,mvc,,12,rg-pet-clinic,22,0,,2,2,47
5,3,,8,7,mvc,,19,RideBookingApp,20,3,,2,2,84
1,1,,1,0,mvc,,1,SB-Todo-application,1,0,,6,0,6
3,3,,2,2,mvc,,5,scaler_e-commerce,6,4,,2,2,32
9,9,,,0,mvc,,10,School-Management-Admin,10,0,,2,0,42
2,2,,2,0,mvc,,4,School-Student-Management-System,2,0,,2,0,16
2,,,2,0,mvc,,2,SchoolSystem,4,0,,1,0,12
4,4,,5,0,mvc,,5,School_Library,5,0,,2,0,24
1,1,,,0,mvc,,0,SCM_CP_1,,0,,2,0,3
1,1,,,1,mvc,,1,Secure-User-Login-Registration-Spring-Boot-JSP-,1,0,,2,0,6
2,3,,2,1,mvc,,2,sentiment-analysis,2,1,,2,1,26
3,3,,3,0,mvc,,3,ShippingSystem,3,0,,2,2,15
3,3,,,5,mvc,,4,ShopSphere,4,4,,2,0,21
1,1,,1,0,mvc,,0,simple-crud,,0,,2,0,5
2,2,,,0,mvc,,0,Simple-SpringBoot-application,,0,,5,0,5
6,5,,4,1,mvc,,3,SkillSwap-,3,2,,2,0,27
10,10,,,16,mvc,,10,SkyBook-Air_Travel_Booking,10,1,,2,3,60
1,1,,,0,mvc,,1,Smart_Research_Assistant_,1,0,,2,0,6
1,1,,1,0,mvc,,1,sms,2,0,,2,0,7
3,3,,3,0,mvc,,1,Software_Engineering_Project,1,1,,2,0,16
8,8,,6,6,mvc,,7,Split-Your-Bills,13,2,,2,2,78
6,7,,1,15,mvc,,9,sportClubUni,19,0,,2,0,99
0,,,,1,mvc,,1,Spring-boot,3,0,,2,0,8
8,8,,6,2,mvc,,2,Spring-Boot-Application,4,1,,40,2,40
1,1,,,1,mvc,,1,Spring-Boot-Bank-Application,2,0,,9,0,9
5,5,,2,2,mvc,,3,spring-boot-crud,5,1,,2,0,18
1,1,,,1,mvc,,1,Spring-Boot-E-Commerce-CRUD-Application,1,0,,6,0,6
1,1,,1,2,mvc,,2,Spring-boot-example,4,0,,,0,14
1,1,,,0,mvc,,2,Spring-boot-Gestion-des-contact,4,0,,2,0,11
1,1,,,0,mvc,,1,spring-boot-mvc,1,0,,2,0,5
3,1,,1,1,mvc,,1,spring-boot-mvc-architecture,1,1,,2,0,15
5,5,,6,0,mvc,,4,Spring-Boot-Projects,4,3,,6,0,37
3,1,,1,1,mvc,,1,spring-boot-rest-api-mvc-architecture,1,1,,2,0,17
2,1,,1,0,mvc,,1,Spring-Boot-REST-API-with-Database-Integration,1,0,,2,0,13
1,1,,,0,mvc,,1,spring-boot-restful-api-app,1,0,,2,0,8
1,1,,,1,mvc,,1,Spring-boot-restFulAPI-Employee-FULL-CRUD-,2,0,,2,0,8
1,1,,1,0,mvc,,1,Spring-boot-spring-mvc-crud,2,0,,2,0,7
3,3,,4,4,mvc,,4,spring-boot-tutorial,17,0,,2,0,18
1,1,,,1,mvc,,1,Spring-boot-user,3,0,,1,0,9
1,1,,,1,mvc,,1,spring-boot-user-demo,3,0,,1,0,8
0,,,,1,mvc,,1,spring-boot-user-demo-project,3,0,,1,0,7
1,1,,1,0,mvc,,0,Spring-Boot-Web,,0,,2,0,6
4,3,,1,1,mvc,,1,Spring-Boot-Web-App,1,0,,2,0,8
3,4,1,7,0,mvc,,0,spring-boot-web-mvc-db,3,1,,2,1,20
1,1,,,1,mvc,,1,Spring-Boot-Web-Project,2,0,,2,1,8
3,1,,1,0,mvc,,1,spring-department-api,1,1,,2,0,19
0,,,,0,mvc,,0,Spring-Framework-Projects,,1,,,1,7
1,1,,1,0,mvc,,1,Spring-Human-Resources,2,0,,2,0,8
1,1,,,0,mvc,,1,spring-mongoAtlas,,0,,2,0,6
4,4,,4,4,mvc,,4,spring-mvc-demo-stillwater,4,0,,2,0,18
3,3,,3,3,mvc,,1,Spring-Practice-MVC,2,0,,2,2,15
3,5,2,,0,mvc,,0,spring-shop-product-system,,0,,1,0,13
1,2,,,0,mvc,,0,Spring-Training,,0,,2,0,6
3,3,,,0,mvc,,0,Spring-Web-MVC---2-,,0,,2,0,6
23,22,28,12,6,mvc,,13,spring1-basics-DI-mvc,32,0,,26,14,131
2,1,,,1,mvc,,2,spring6,1,5,,1,2,20
10,4,23,6,3,mvc,,4,SpringAngularApp,29,3,,1,6,79
3,3,,3,3,mvc,,3,Springboot,3,0,,2,0,14
2,3,2,,3,mvc,,2,SpringBoot-Application,6,0,,21,1,21
5,4,,,0,mvc,,5,SpringBoot-Blog-App-Api,10,0,,2,0,33
1,1,,1,1,mvc,,1,SpringBoot-CRUD-MVC,2,0,,2,0,7
0,,,,0,mvc,,0,springboot-crud-mysql-app,,0,,2,0,2
1,1,,,1,mvc,,1,Springboot-crud-REST-api,1,0,,2,0,6
5,6,,5,0,mvc,,4,springboot-ecomerce-api,5,1,,2,0,31
1,1,,1,0,mvc,,1,SpringBoot-Empleados,2,0,,2,0,7
3,3,,3,2,mvc,,4,springboot-micro-services-project,40,3,,11,0,40
4,4,,,0,mvc,,4,Springboot-Microservices-Quiz-App,35,0,,10,0,35
1,1,,1,0,mvc,,1,SpringBoot-Miniproject,2,1,,2,1,13
3,6,,5,2,mvc,,2,springboot-movies-app,7,0,,2,1,25
3,1,,1,1,mvc,,1,SpringBoot-MVC,1,1,,2,0,15
2,2,,,1,mvc,,1,SpringBoot-MVC-Ecommerce-site-,1,0,,2,0,7
1,1,,1,1,mvc,,1,SpringBoot-MVC-Employee-Management-System,2,0,,2,0,8
1,1,,1,1,mvc,,1,SpringBoot-MVC-Student-Management-System,2,0,,2,0,8
2,1,,1,1,mvc,,1,SpringBoot-MVC-Week2,1,1,,2,0,13
4,4,,,0,mvc,,0,Springboot-MVC-with-Form-Validation,,0,,4,0,12
7,6,,6,0,mvc,,7,SpringBoot-Quiz-Backend,13,2,,2,2,47
1,1,,1,0,mvc,,1,springboot-rest-mvc-Swagger,2,2,,1,0,11
0,,,,1,mvc,,1,Springboot-user-demo,3,0,,1,0,7
3,3,,,0,mvc,,0,springboot-user-management-api,,0,,2,0,6
1,1,,,2,mvc,,1,springbootbegin,1,0,,,1,8
1,1,,,2,mvc,,1,springbootcrash,3,2,,2,0,10
1,1,,1,1,mvc,,1,SpringBootCRUD,1,0,,2,0,6
2,1,,1,1,mvc,,2,SpringBootIntro,1,1,,2,1,7
2,2,,1,1,mvc,,1,SpringBootMVC,1,0,,2,0,9
2,2,,1,0,mvc,,2,SpringBootReactor-MongoDB-EmailService-CRUD,10,0,,2,0,10
4,2,,2,2,mvc,,2,SpringBootW2_2.4-2.10,2,1,,2,0,25
1,1,,,0,mvc,,0,springBootWebApp,,0,,2,0,3
1,1,,,0,mvc,,0,SpringBoot_MVC,,0,,2,0,4
1,1,,1,0,mvc,,2,SpringBoot_MVC_with_Email_Service,8,0,,2,0,8
1,1,,1,1,mvc,,1,Springboot_Rest_API,1,1,,2,0,7
1,1,,,0,mvc,,0,Springboot_Weather_App-ication,,0,,2,0,4
2,2,,,0,mvc,,0,SpringCookie,,0,,2,0,4
1,1,,1,0,mvc,,0,SpringGrades,1,0,,2,0,9
1,1,,1,0,mvc,,1,SpringMVC-Architecture,2,0,,2,2,12
1,2,,,0,mvc,,0,SpringMVC-SpringBootCertification,2,0,,2,0,9
3,3,,1,0,mvc,,2,SpringMVCParadise,2,1,,2,1,14
1,1,,2,1,mvc,,1,Spring_Boot_CourseRegister,1,0,,1,0,7
1,1,,1,1,mvc,,0,Spring_boot_MVC_Architecture,,0,,2,0,8
3,1,,1,1,mvc,,1,Spring_Boot_Web,1,1,,2,0,15
1,1,,1,1,mvc,,1,sring-boot-thymeleaf,2,0,,2,0,7
3,1,,1,1,mvc,,1,Standard_project_2,2,0,,2,0,20
9,8,,11,11,mvc,,11,stayease-hotel-booking,21,1,,2,2,81
2,,,1,0,mvc,,0,StockPriceViewerApplication,15,1,,15,0,15
2,3,,1,1,mvc,,1,Student-Management,2,1,,2,0,10
1,1,,1,0,mvc,,1,Student-Management-App,2,0,,2,0,7
1,1,,1,0,mvc,,1,Student-Management-System,1,0,,,0,4
1,1,,1,0,mvc,,0,StudentData,,0,,,0,4
3,2,,1,0,mvc,,1,StudentManagement,2,1,,2,0,13
1,1,,1,0,mvc,,1,StudentManagementSystem,1,0,,1,0,5
1,1,,1,1,mvc,,1,Student_Management_SpringBoot,1,0,,2,0,6
4,4,,2,2,mvc,,1,Task-Manager,1,0,,2,1,13
6,6,,3,3,mvc,,4,Taskarium,7,1,,2,1,44
1,2,,1,1,mvc,,2,TaskZen-Backend,2,1,,1,0,26
3,6,,,0,mvc,,0,TeachMe,,0,,,0,13
3,3,,1,0,mvc,,2,Technical-Blog,3,0,,1,1,11
3,3,,2,2,mvc,,3,TechnicalBlogApplication,2,1,,15,0,15
3,3,,2,2,mvc,,2,technical_blog_app,2,1,,1,1,13
8,8,,6,6,mvc,,7,The-43rd-Street,7,0,,2,4,34
2,3,,1,0,mvc,,1,TicketBookingApplication,2,0,,14,0,14
7,7,,5,5,mvc,,9,TinyHouse,9,2,,2,2,32
1,2,,1,1,mvc,,1,todo-app-spring-boot-rest-api-with-thymleaf-front-end-monolithic-architecture-beginner-level-mvc-app,3,0,,2,0,11
1,1,,1,0,mvc,,1,Todo-List,1,0,,2,0,6
1,1,,3,0,mvc,,2,todo-management,3,1,,2,0,16
0,,,,0,mvc,,0,Todo-Springboot,,0,,2,0,2
4,4,,,0,mvc,,2,ToDo-WebApp,2,1,,2,0,12
3,2,,1,1,mvc,,1,ToDoList---Java_SpringBoot,1,0,,2,0,7
3,3,,1,1,mvc,,1,ToDoProject,1,1,,2,0,9
6,5,,2,1,mvc,,2,TodoRails,2,1,,2,0,15
1,1,,1,0,mvc,,1,Todo_Application,1,0,,6,0,6
0,,,,0,mvc,,0,Todo_App_using-Springboot,,0,,1,0,1
5,5,,5,1,mvc,,3,track-expenses,6,0,,10,0,39
7,12,,6,6,mvc,,8,TrainingProject-MVCArchitecturePattern,7,2,,2,2,39
2,1,,5,5,mvc,,0,TravelBlog,,0,,1,1,14
6,6,,8,0,mvc,,4,travelbnb,4,2,,2,1,33
2,2,,3,0,mvc,,2,trello-clone,4,0,,2,0,14
2,2,,3,0,mvc,,2,Trello-Clone-Project,4,0,,2,0,14
13,8,,9,8,mvc,,9,Trilo-Backend,117,2,,16,8,117
2,2,,2,2,mvc,,0,TutorialCommentMVC,,0,,2,0,8
1,2,,2,0,mvc,,1,unittest,2,0,,2,0,11
0,,,,0,mvc,,0,university-attendance-management-system,,0,,2,0,2
5,5,,5,1,mvc,,6,UniversityWebService,26,0,,2,0,26
5,2,,1,1,mvc,,2,UserManagementSystemUsingRestAPI,2,1,,2,1,17
0,,,,0,mvc,,1,Vaadin_project_version1,1,0,,6,0,7
0,,,,0,mvc,,1,Vaadin_project_version2,1,0,,6,0,7
9,9,17,10,9,mvc,,11,Valley-eCommerce-prototype,22,1,,1,33,110
4,4,,,1,mvc,,4,VRL-Shopping,8,1,,2,0,46
2,3,1,1,0,mvc,,2,watchlist,3,2,,2,0,20
1,1,,1,1,mvc,,1,watchList-ThisIsFazal,1,0,,2,0,7
1,1,,1,1,mvc,,2,WatchVault,2,0,,1,0,10
1,1,,5,1,mvc,,0,web-application-with-Spring-Boot-3,,0,,20,3,20
1,1,,1,1,mvc,,1,whatsapp-backend,1,0,,1,0,9
2,2,,1,0,mvc,,1,Women-Security-and-Empowerment-Web-Project,1,0,,2,2,9
2,2,,2,0,mvc,,2,work-parking_reservations,4,0,,2,0,16
1,1,,,1,mvc,,1,Working-with-Spring-boot,1,0,,,0,5
