architecture,pkg_repository,max_package_depth,class_service,import_data,controller,springboot_app,class_repository,import_web,pkg_domain,total_java_files,configuration,pkg_infrastructure,pkg_usecase,import_stereotype,pkg_service,has_app_config,repo_name,repository,service,import_jpa,pkg_controller,class_config,import_boot,pkg_application,component,class_controller
mvc,4,9,11,0,12,1,,33,197,197,0,11,,27,17,1,isolating-the-domain,4,12,0,23,,15,29,0,14
mvc,1,7,1,1,1,1,,4,,7,0,,,2,2,,Java-Challenge-EmployeeSystem,0,1,0,1,,3,2,0,1
mvc,,6,,,,,,,,0,,,,,,,java-clean-architecture,,,,,,,,,
mvc,1,8,1,3,1,1,,1,1,6,0,,,2,1,1,java-crud,1,1,0,1,,3,2,0,1
mvc,13,8,13,70,10,1,3,62,,86,1,,,21,13,1,Java-Spring-boot-result-API,9,9,0,15,1,10,1,3,13
mvc,1,9,1,1,1,1,,4,,7,0,,,2,2,1,Java-Student-Management-System,0,1,6,1,,4,2,0,1
mvc,,10,1,0,1,1,,2,,6,0,,,5,1,1,Job-App,1,1,0,1,,3,2,1,1
mvc,,10,1,1,1,1,,7,,6,0,,,3,1,1,job-app-with-spring-data-jpa,1,1,0,1,,3,2,1,1
mvc,4,10,4,4,3,1,,11,,27,2,,,12,7,1,Job-Portal,4,4,0,3,2,5,2,1,3
mvc,3,8,,3,1,1,1,2,,7,0,,,1,,1,job-portal-spring-boot-mongo,0,0,0,1,,3,2,1,1
mvc,,10,,0,8,1,,10,,96,1,,,28,,1,Jobs-Search-Easy,1,0,0,15,,3,13,20,15
mvc,,10,,0,8,1,,10,,96,1,,,28,,1,JobsMadeEasy,1,0,0,15,,3,13,20,15
mvc,,8,1,0,1,1,,2,,8,0,,,4,1,1,Job_Application_Portal-Java_SpringBoot_Project,1,1,0,1,,3,8,1,1
mvc,,9,,0,1,1,,6,,9,0,,,2,1,1,JPAandHibernate,1,1,2,1,,3,2,0,1
mvc,1,7,1,2,3,1,,6,,18,2,,,2,1,1,learn_springBoot_week2,1,1,0,1,2,3,2,0,1
mvc,2,9,2,2,2,1,,2,,13,0,,,9,2,1,LiBooksLite,2,2,0,2,,3,2,3,2
mvc,4,9,4,6,5,1,,13,,24,0,,,9,8,1,Library-Management-System,0,4,0,5,,3,2,0,5
mvc,5,10,6,21,6,1,,17,,39,1,,,13,12,1,Library-System-Management-SpringBoot-Project,1,6,55,6,1,4,2,0,6
mvc,6,8,5,6,5,1,,5,,29,0,,,11,10,1,LibraryManagement,6,5,0,5,,3,2,0,5
mvc,9,10,10,11,6,1,,20,,39,3,,,16,10,1,Lingoder,2,10,0,6,3,3,2,4,6
mvc,3,8,4,5,4,1,,7,,21,0,,,7,21,1,Loan_system_microservices,3,4,0,4,,3,6,0,4
mvc,,8,1,1,1,1,,2,,7,0,,,2,2,1,Logica-Empresarial-Java11-Spring-Boot-2.7.11,0,1,5,,,3,2,0,
mvc,2,10,4,2,5,2,,12,3,28,2,,,7,14,,ManagerApp,2,3,0,5,1,6,4,0,5
mvc,14,9,10,10,4,1,,9,22,73,3,19,,16,16,1,meserodigital,5,8,0,4,3,3,23,0,4
mvc,1,9,3,5,2,1,,3,1,17,0,,,4,17,1,microservices-spring-books-service,0,1,1,3,,5,2,3,2
mvc,,8,,0,1,1,,4,,4,0,,,1,,1,Model-View-Controller,0,0,0,4,,3,2,1,1
mvc,1,9,2,1,1,1,,1,,11,0,,,2,2,1,modern-mvc-spring-boot,1,1,0,2,,3,2,0,2
mvc,1,7,1,5,2,1,,8,,11,0,,,3,2,1,mongoo-db-exp,0,1,0,2,1,3,2,1,2
mvc,3,9,5,7,3,1,,11,,27,2,,,7,27,1,MovieAPI_Spring_Boot_Backend_Service,0,6,0,2,2,3,3,0,2
mvc,1,7,1,0,1,1,1,1,,7,0,,,2,1,1,Movies-Director-SpringBoot-Project,1,1,0,1,,3,1,0,1
mvc,,9,1,0,1,1,,6,,9,1,,,3,1,1,Music-Playlist-Manager-Web-App,1,1,0,1,1,3,2,0,1
mvc,,8,2,0,1,1,,4,,7,0,,,2,2,1,MVC-Architecture,2,2,0,1,,3,2,1,1
mvc,2,10,,12,2,1,,16,,17,0,,,6,4,1,MVC-Spring-Boot-,2,4,0,2,,3,2,0,2
mvc,1,10,1,1,1,1,,1,,8,1,,,1,1,1,MVCarchitecture,1,0,0,1,1,3,2,0,1
mvc,3,8,3,3,5,1,,12,,19,2,,,10,3,1,My-blog-app,2,2,0,5,2,5,19,2,5
mvc,,9,2,0,1,0,,4,,12,0,,,1,2,,myBank,0,0,0,1,,0,,0,1
mvc,1,8,1,1,1,1,,1,,7,0,,,3,2,1,My_Coffee_Shop,1,1,0,1,,4,2,0,1
mvc,4,8,2,8,4,1,,12,,18,2,,,8,2,1,nieruchomosci-app,2,2,0,4,2,2,1,0,4
mvc,1,9,1,1,2,1,,6,,11,0,,,2,2,1,Notepad-API,1,1,0,1,,3,2,0,1
mvc,,8,13,0,8,1,,27,,36,3,,,13,14,,NotesVault,0,13,0,8,2,2,1,0,8
mvc,,9,12,20,12,2,,34,,102,10,,,24,14,,Online-Interview-System,0,6,0,10,8,6,4,16,10
mvc,,6,,0,0,0,,0,,22,0,,,0,,,Online-Pizza-Order,0,0,0,8,,0,,0,5
mvc,4,8,12,4,4,6,,11,,52,9,,,11,43,1,online-shopping-app,0,5,0,4,9,18,12,5,4
mvc,11,6,,0,0,0,,0,,73,0,,,0,,,OnlineShop,0,0,0,20,,0,,0,20
mvc,2,10,2,4,4,1,,26,,16,0,,,4,2,1,OOD-project,0,2,0,2,1,3,2,2,2
mvc,4,9,4,0,1,1,3,1,,15,0,,,3,5,1,OpenClassrooms-Project5,0,1,0,3,,11,2,2,3
mvc,7,8,8,11,5,1,,8,,37,0,,,17,14,1,Organization-Management-System,6,8,0,5,,5,2,0,5
mvc,3,9,3,5,3,1,,14,,21,0,,,1,3,1,Payroll_Processing_System,0,1,0,3,,3,3,0,3
mvc,4,8,5,0,3,1,2,7,,28,0,,,10,8,1,person-address-api,0,3,0,2,,5,2,6,2
mvc,,9,1,0,0,1,,0,,8,0,,,1,1,1,personnel-management-system,0,1,0,,,2,7,0,
mvc,,7,,0,0,0,,0,,30,0,,,0,,,PET-HUB-Web-Application,0,0,0,17,,0,30,0,
mvc,,6,,,,,,,,0,,,,,,,PetClinic,,,,,,,,,
mvc,37,11,,16,5,1,13,22,67,211,2,,49,20,,1,planogram-nomenclature,4,16,0,69,1,9,,0,13
mvc,3,10,3,5,4,0,,9,,34,2,,,7,6,,POS-system-backend,3,3,0,4,2,0,,3,4
mvc,1,9,1,5,1,1,,1,1,7,0,,,3,2,1,primera-web-spring-boot,1,1,0,1,,3,2,0,1
mvc,10,8,6,0,0,0,6,0,,56,0,,,0,9,,PrimeTune,0,0,0,,1,0,1,0,
mvc,,8,3,11,4,1,,12,,30,2,,,11,6,1,ProductManangement,4,7,0,5,2,8,2,0,5
mvc,,6,1,0,1,1,,4,,5,0,,,4,1,1,product_sb_hb,1,1,3,1,,2,1,2,1
mvc,2,9,4,16,3,1,,9,,30,1,,,4,30,1,Product_Service,2,2,0,3,1,3,3,0,2
mvc,,7,1,1,1,1,,9,,11,0,,,2,2,1,product_spring_boot_backend_mvc,0,1,9,1,,6,2,0,1
mvc,,8,3,3,2,1,,9,,19,0,,,8,4,1,Project-Manager-App,3,3,0,3,,5,2,0,2
mvc,5,11,7,7,6,1,,29,,62,2,,,10,12,1,project-rest-api,0,8,0,8,2,9,3,2,8
mvc,1,8,,0,2,2,1,3,,7,0,,,1,,1,projectBank,1,0,0,2,,5,2,0,2
mvc,,8,2,3,2,1,,2,,12,0,,,3,2,1,QuizApp,1,2,0,2,,3,2,0,2
mvc,,11,,2,4,4,,19,,36,3,,,1,,1,rate-limiter,0,0,0,4,2,25,2,0,5
mvc,2,9,1,12,2,1,1,8,,14,1,,,4,1,1,Reactive-SPRING_BOOT-MVC_Architecture-Email-Web_Socket-CRUD-Filter-Sort-Search-with-MongoDB,2,1,0,2,1,3,2,1,2
mvc,2,10,4,1,3,1,1,5,,26,1,,,4,12,,RendezVenue-API,1,2,0,4,2,12,2,0,2
mvc,1,7,1,3,1,1,,5,,12,0,,,6,2,1,Report-Generation-Project,0,1,5,1,,5,2,4,1
mvc,1,10,1,1,1,1,,1,,11,1,,,2,1,1,REST-API,1,1,0,1,1,6,2,0,1
mvc,2,7,2,2,2,1,,12,,11,0,,,2,2,1,REST-BACKEND-USING-SPRING-MVC,0,2,5,2,,3,2,0,2
mvc,3,8,3,4,4,1,,18,3,14,0,,,11,3,1,RestarentOrderManagement,3,4,12,3,,4,2,0,3
mvc,4,8,2,6,2,1,,8,,15,1,,,2,15,1,RESTful-API-Services-w-MVC-Architecture,0,2,4,2,1,4,2,0,2
mvc,2,8,4,2,3,1,,11,,14,1,,,3,14,1,Restful-Web-Services,1,2,0,2,1,3,2,0,2
mvc,6,10,15,6,5,1,,11,,47,0,,,19,22,1,rg-pet-clinic,0,12,16,6,,4,2,2,6
mvc,8,10,11,32,5,1,,25,,84,3,,,28,20,1,RideBookingApp,7,19,0,3,2,3,2,2,3
mvc,1,8,1,1,1,1,,1,,6,0,,,2,1,1,SB-Todo-application,0,1,0,1,,3,6,0,1
mvc,2,9,4,5,3,1,,10,,32,4,,,9,6,1,scaler_e-commerce,2,5,0,3,3,6,2,2,2
mvc,,13,,8,9,1,,42,,42,0,,,19,10,1,School-Management-Admin,0,10,0,9,,5,2,0,8
mvc,2,9,2,2,2,1,,5,,16,0,,,4,2,1,School-Student-Management-System,0,4,0,2,,3,2,0,2
mvc,2,8,2,2,2,1,,2,,12,0,,,2,4,,SchoolSystem,0,2,0,,,2,1,0,
mvc,5,9,5,12,4,1,,10,,24,0,,,5,5,1,School_Library,0,5,6,4,,3,2,0,4
mvc,,9,,0,1,1,,1,,3,0,,,1,,1,SCM_CP_1,0,0,0,1,,3,2,0,
mvc,,9,1,0,1,1,,4,,6,0,,,3,1,1,Secure-User-Login-Registration-Spring-Boot-JSP-,1,1,7,1,,3,2,0,1
mvc,2,8,2,9,2,1,1,2,,26,1,,,3,2,1,sentiment-analysis,1,2,0,3,1,3,2,1,2
mvc,3,8,3,3,3,1,,9,,15,0,,,8,3,1,ShippingSystem,0,3,19,3,1,3,2,2,3
mvc,,9,4,0,3,1,,10,,21,4,,,12,4,1,ShopSphere,5,4,25,3,2,4,2,0,3
mvc,1,8,,2,1,1,,5,,5,0,,,1,,1,simple-crud,0,0,0,1,,3,2,0,1
mvc,,8,,0,2,1,,2,,5,0,,,1,,1,Simple-SpringBoot-application,0,0,0,2,,3,5,0,2
mvc,4,9,3,4,6,1,,10,,27,2,,,4,3,1,SkillSwap-,1,3,0,5,1,4,2,0,5
mvc,,9,10,10,10,1,,38,,60,1,,,39,10,1,SkyBook-Air_Travel_Booking,16,10,30,10,1,2,2,3,10
mvc,,7,1,0,1,1,,2,,6,0,,,1,1,1,Smart_Research_Assistant_,0,1,0,1,,3,2,0,1
mvc,1,8,1,1,1,1,,4,,7,0,,,2,2,1,sms,0,1,0,1,,4,2,0,1
mvc,3,15,1,3,3,1,,9,,16,1,,,1,1,1,Software_Engineering_Project,0,1,0,3,1,4,2,0,3
mvc,6,10,7,8,8,1,,22,,78,2,,,15,13,1,Split-Your-Bills,6,7,12,8,2,3,2,2,8
mvc,1,9,11,15,6,1,,6,,99,0,,,24,19,1,sportClubUni,15,9,0,7,,3,2,0,6
mvc,,7,2,0,0,1,,0,,8,0,,,2,3,1,Spring-boot,1,1,0,,,3,2,0,
mvc,6,8,3,8,8,2,,20,,40,1,,,14,4,1,Spring-Boot-Application,2,2,0,8,1,6,40,2,8
mvc,,7,1,1,1,1,,2,,9,0,,,3,2,1,Spring-Boot-Bank-Application,1,1,0,1,,3,9,0,1
mvc,2,9,3,2,5,1,,8,,18,1,,,8,5,1,spring-boot-crud,2,3,0,5,1,3,2,0,5
mvc,,9,1,2,1,1,,6,,6,0,,,3,1,1,Spring-Boot-E-Commerce-CRUD-Application,1,1,0,1,,3,6,0,1
mvc,1,6,4,1,1,1,,4,,14,0,,,4,4,1,Spring-boot-example,2,2,0,1,,3,,0,1
mvc,,8,2,7,1,1,,6,,11,0,,,3,4,1,Spring-boot-Gestion-des-contact,0,2,13,1,,3,2,0,1
mvc,,9,1,0,1,1,,3,,5,0,,,1,1,1,spring-boot-mvc,0,1,0,1,,3,2,0,1
mvc,1,10,1,2,3,1,,6,,15,1,,,2,1,1,spring-boot-mvc-architecture,1,1,0,1,1,3,2,0,1
mvc,6,9,4,6,5,3,,7,,37,3,,,4,4,1,Spring-Boot-Projects,0,4,0,5,2,9,6,0,5
mvc,1,9,1,2,3,1,,7,,17,1,,,2,1,1,spring-boot-rest-api-mvc-architecture,1,1,0,1,1,3,2,0,1
mvc,1,8,1,1,2,1,,4,,13,0,,,1,1,1,Spring-Boot-REST-API-with-Database-Integration,0,1,0,1,,4,2,0,1
mvc,,8,1,1,1,1,,9,,8,0,,,1,1,1,spring-boot-restful-api-app,0,1,1,1,,3,2,0,
mvc,,10,,0,1,1,,1,,8,0,,,2,2,1,Spring-boot-restFulAPI-Employee-FULL-CRUD-,1,1,0,1,,4,2,0,1
mvc,1,10,1,1,1,1,,1,,7,0,,,2,2,1,Spring-boot-spring-mvc-crud,0,1,0,1,,3,2,0,1
mvc,4,8,4,4,3,1,,24,,18,0,,,8,17,1,spring-boot-tutorial,4,4,38,3,,3,2,0,3
mvc,,8,2,0,1,1,,1,,9,0,,,2,3,1,Spring-boot-user,1,1,0,1,,4,1,0,1
mvc,,8,2,0,1,1,,1,,8,0,,,2,3,1,spring-boot-user-demo,1,1,0,1,,3,1,0,1
mvc,,8,2,0,0,1,,0,,7,0,,,2,3,1,spring-boot-user-demo-project,1,1,0,,,2,1,0,
mvc,1,9,,0,1,1,1,1,,6,0,,,0,,1,Spring-Boot-Web,0,0,0,1,,3,2,0,1
mvc,1,8,1,1,4,1,,11,,8,0,,,2,1,1,Spring-Boot-Web-App,1,1,0,3,,3,2,0,3
mvc,7,7,3,1,3,1,5,6,1,20,1,,,4,3,1,spring-boot-web-mvc-db,0,0,0,4,1,4,2,1,3
mvc,,8,1,1,1,1,,2,,8,0,,,4,2,1,Spring-Boot-Web-Project,1,1,0,1,,3,2,1,1
mvc,1,8,1,1,3,1,,6,,19,1,,,1,1,1,spring-department-api,0,1,0,1,1,3,2,0,1
mvc,,7,,0,0,0,,0,,7,1,,,1,,,Spring-Framework-Projects,0,0,0,,1,0,,1,
mvc,1,7,,1,1,1,,2,,8,0,,,1,2,1,Spring-Human-Resources,0,1,0,1,,3,2,0,
mvc,,8,,3,1,1,,3,,6,0,,,1,,1,spring-mongoAtlas,0,1,0,1,,3,2,0,1
mvc,4,7,4,5,4,1,,4,,18,0,,,8,4,1,spring-mvc-demo-stillwater,4,4,0,4,,3,2,0,4
mvc,3,11,1,3,3,1,,6,,15,0,,,9,2,1,Spring-Practice-MVC,3,1,18,3,,4,2,2,3
mvc,,7,,0,3,1,,5,2,13,0,,,3,,1,spring-shop-product-system,0,0,0,5,,5,1,0,3
mvc,,7,,0,1,1,,10,,6,0,,,0,,1,Spring-Training,0,0,0,2,,3,2,0,1
mvc,,7,,0,3,1,,9,,6,0,,,3,,1,Spring-Web-MVC---2-,0,0,0,3,,5,2,0,3
mvc,12,10,13,0,23,13,,53,28,131,0,,,56,32,1,spring1-basics-DI-mvc,6,13,0,22,,39,26,14,22
mvc,,9,1,0,2,0,,9,,20,5,,,3,1,,spring6,1,2,0,1,5,0,1,2,1
mvc,6,11,23,8,10,1,3,31,23,79,3,,,13,29,1,SpringAngularApp,3,4,11,4,8,3,1,6,4
mvc,3,9,3,9,3,1,,27,,14,0,,,6,3,1,Springboot,3,3,0,3,,3,2,0,3
mvc,,8,3,0,2,1,,13,2,21,0,,,6,6,1,SpringBoot-Application,3,2,18,3,,6,21,1,3
mvc,,15,5,10,5,1,,37,,33,0,,,5,10,1,SpringBoot-Blog-App-Api,0,5,34,4,,3,2,0,4
mvc,1,7,1,1,1,1,,3,,7,0,,,3,2,1,SpringBoot-CRUD-MVC,1,1,4,1,,3,2,0,1
mvc,,7,,0,0,1,,0,,2,0,,,0,,1,springboot-crud-mysql-app,0,0,0,,,3,2,0,
mvc,,9,1,2,1,1,,3,,6,0,,,2,1,1,Springboot-crud-REST-api,1,1,0,1,,3,2,0,1
mvc,5,9,4,5,5,1,,34,,31,1,,,4,5,1,springboot-ecomerce-api,0,4,0,6,1,4,2,0,4
mvc,1,7,,1,1,1,,4,,7,0,,,2,2,1,SpringBoot-Empleados,0,1,0,1,,5,2,0,
mvc,3,12,5,3,3,6,,11,,40,3,,,6,40,1,springboot-micro-services-project,2,4,0,3,5,17,11,0,3
mvc,,9,10,8,4,5,,7,,35,0,,,4,35,1,Springboot-Microservices-Quiz-App,0,4,0,4,,15,10,0,4
mvc,1,7,1,2,1,1,,6,,13,1,,,6,2,1,SpringBoot-Miniproject,0,1,6,1,1,5,2,1,1
mvc,5,8,5,12,3,1,3,5,,25,0,,,8,7,1,springboot-movies-app,2,2,2,6,,20,2,1,6
mvc,1,8,1,2,3,1,,6,,15,1,,,2,1,1,SpringBoot-MVC,1,1,0,1,1,3,2,0,1
mvc,,8,1,2,2,1,,14,,7,0,,,2,1,1,SpringBoot-MVC-Ecommerce-site-,1,1,0,2,,3,2,0,2
mvc,1,8,1,1,1,1,,3,,8,0,,,3,2,1,SpringBoot-MVC-Employee-Management-System,1,1,6,1,,3,2,0,1
mvc,1,8,1,1,1,1,,3,,8,0,,,3,2,1,SpringBoot-MVC-Student-Management-System,1,1,6,1,,3,2,0,1
mvc,1,9,1,2,2,1,,6,,13,1,,,2,1,1,SpringBoot-MVC-Week2,1,1,0,1,1,3,2,0,1
mvc,,10,,0,4,2,,9,,12,0,,,5,,1,Springboot-MVC-with-Form-Validation,0,0,0,4,,6,4,0,4
mvc,6,9,6,8,7,1,,22,,47,2,,,9,13,1,SpringBoot-Quiz-Backend,0,7,0,6,2,3,2,2,6
mvc,1,9,1,1,1,1,,9,,11,2,,,1,2,1,springboot-rest-mvc-Swagger,0,1,3,1,2,2,1,0,1
mvc,,7,2,0,0,1,,0,,7,0,,,2,3,,Springboot-user-demo,1,1,0,,,2,1,0,
mvc,,8,,0,3,1,,6,,6,0,,,1,,1,springboot-user-management-api,0,0,0,3,,3,2,0,3
mvc,,8,1,0,1,1,,5,,8,0,,,3,1,,springbootbegin,2,1,0,1,,2,,1,1
mvc,,8,3,0,1,1,,1,,10,2,,,3,3,1,springbootcrash,2,1,0,1,,5,2,0,1
mvc,1,8,1,2,1,1,,1,,6,0,,,2,1,1,SpringBootCRUD,1,1,0,1,,3,2,0,1
mvc,1,8,1,2,2,1,,3,,7,1,,,2,1,1,SpringBootIntro,1,2,1,1,1,5,2,1,1
mvc,1,8,1,1,2,1,,12,,9,0,,,3,1,1,SpringBootMVC,1,1,8,2,,5,2,0,1
mvc,1,9,2,3,2,1,,5,,10,0,,,2,10,1,SpringBootReactor-MongoDB-EmailService-CRUD,0,2,0,2,,3,2,0,2
mvc,2,9,2,2,4,1,,7,,25,1,,,4,2,1,SpringBootW2_2.4-2.10,2,2,0,2,1,3,2,0,2
mvc,,8,,0,1,1,,2,,3,0,,,1,,1,springBootWebApp,0,0,0,1,,3,2,0,1
mvc,,8,,0,1,1,,4,,4,0,,,1,,1,SpringBoot_MVC,0,0,0,1,,3,2,0,1
mvc,1,7,1,2,1,1,,2,,8,0,,,3,8,1,SpringBoot_MVC_with_Email_Service,0,2,4,1,,3,2,0,1
mvc,1,8,1,2,1,1,,2,,7,1,,,3,1,1,Springboot_Rest_API,1,1,0,1,1,4,2,0,1
mvc,,8,,0,1,1,,3,,4,0,,,1,,1,Springboot_Weather_App-ication,0,0,0,1,,3,2,0,1
mvc,,8,,0,2,1,,5,,4,0,,,2,,1,SpringCookie,0,0,0,2,,3,2,0,2
mvc,1,8,1,0,1,1,1,3,,9,0,,,1,1,1,SpringGrades,0,0,0,1,,3,2,0,1
mvc,1,7,1,2,1,1,,3,,12,0,,,4,2,1,SpringMVC-Architecture,0,1,4,1,,3,2,2,1
mvc,,8,1,0,1,1,,1,,9,0,,,0,2,1,SpringMVC-SpringBootCertification,0,0,0,2,,6,2,0,2
mvc,1,9,2,2,3,1,,5,,14,1,,,6,2,1,SpringMVCParadise,0,2,8,3,1,4,2,1,3
mvc,2,12,1,2,1,1,,1,,7,0,,,2,1,1,Spring_Boot_CourseRegister,1,1,0,1,,2,1,0,1
mvc,1,8,,0,1,1,1,10,,8,0,,,1,,1,Spring_boot_MVC_Architecture,1,0,0,1,,5,2,0,1
mvc,1,9,1,2,3,1,,6,,15,1,,,2,1,1,Spring_Boot_Web,1,1,0,1,1,4,2,0,1
mvc,1,8,1,1,1,1,,3,,7,0,,,3,2,1,sring-boot-thymeleaf,1,1,0,1,,3,2,0,1
mvc,1,8,1,1,3,1,,6,,20,0,,,2,2,1,Standard_project_2,1,1,0,1,,3,2,0,1
mvc,11,9,11,17,9,1,,24,,81,1,,,31,21,1,stayease-hotel-booking,11,11,0,8,1,4,2,2,8
mvc,1,11,7,2,2,3,,7,,15,1,,,0,15,1,StockPriceViewerApplication,0,0,1,,1,9,15,0,
mvc,1,7,1,1,2,1,,5,,10,1,,,4,2,1,Student-Management,1,1,0,3,1,4,2,0,3
mvc,1,8,1,1,1,1,,1,,7,0,,,2,2,1,Student-Management-App,0,1,0,1,,3,2,0,1
mvc,1,9,1,1,1,0,,1,,4,0,,,1,1,1,Student-Management-System,0,1,0,1,,0,,0,1
mvc,1,8,,1,1,1,,2,,4,0,,,1,,1,StudentData,0,0,2,1,,2,,0,1
mvc,1,8,1,1,3,1,,15,,13,1,,,2,2,1,StudentManagement,0,1,0,2,1,3,2,0,2
mvc,1,9,1,1,1,1,,1,,5,0,,,1,1,1,StudentManagementSystem,0,1,0,1,,2,1,0,1
mvc,1,9,1,1,1,1,,10,,6,0,,,2,1,1,Student_Management_SpringBoot,1,1,0,1,,3,2,0,1
mvc,2,8,1,2,4,1,,11,,13,0,,,8,1,1,Task-Manager,2,1,0,4,,5,2,1,4
mvc,3,9,4,3,6,1,,11,,44,1,,,13,7,1,Taskarium,3,4,0,6,1,3,2,1,6
mvc,1,8,2,1,1,1,,11,,26,1,,,3,2,1,TaskZen-Backend,1,2,150,2,1,4,1,0,2
mvc,,8,,0,3,1,,10,,13,0,,,3,,,TeachMe,0,0,0,6,,2,,0,4
mvc,1,6,3,0,3,1,1,5,,11,0,,,5,3,1,Technical-Blog,0,2,0,3,1,2,1,1,3
mvc,2,6,2,0,3,1,2,6,,15,1,,,8,2,1,TechnicalBlogApplication,2,3,7,3,1,2,15,0,3
mvc,2,6,2,0,3,1,2,6,,13,1,,,7,2,,technical_blog_app,2,2,7,3,1,2,1,1,3
mvc,6,7,7,6,8,1,,25,,34,0,,,25,7,1,The-43rd-Street,6,7,34,8,,3,2,4,8
mvc,1,9,1,1,2,1,,10,,14,0,,,1,2,1,TicketBookingApplication,0,1,0,3,,3,14,0,2
mvc,5,8,9,7,7,1,,18,,32,2,,,16,9,1,TinyHouse,5,9,0,7,2,3,2,2,7
mvc,1,9,1,3,1,1,,1,,11,0,,,2,3,1,todo-app-spring-boot-rest-api-with-thymleaf-front-end-monolithic-architecture-beginner-level-mvc-app,1,1,0,2,,3,2,0,1
mvc,1,8,1,1,1,1,,1,,6,0,,,2,1,1,Todo-List,0,1,0,1,,3,2,0,1
mvc,3,10,1,3,1,1,,10,,16,1,,,2,3,1,todo-management,0,2,0,1,1,3,2,0,1
mvc,,7,,0,0,1,,0,,2,0,,,0,,1,Todo-Springboot,0,0,0,,,3,2,0,
mvc,,8,2,0,4,1,,16,,12,1,,,6,2,1,ToDo-WebApp,0,2,0,4,,5,2,0,4
mvc,1,8,1,1,3,1,,7,,7,0,,,3,1,1,ToDoList---Java_SpringBoot,1,1,0,2,,3,2,0,2
mvc,1,8,1,1,3,1,,4,,9,1,,,5,1,1,ToDoProject,1,1,0,3,1,3,2,0,3
mvc,2,8,2,2,6,1,,15,,15,1,,,9,2,1,TodoRails,1,2,0,5,1,5,2,0,5
mvc,1,9,1,1,1,1,,1,,6,0,,,2,1,1,Todo_Application,0,1,0,1,,3,6,0,1
mvc,,6,,0,0,0,,0,,1,0,,,0,,1,Todo_App_using-Springboot,0,0,0,,,1,1,0,
mvc,5,9,6,6,5,5,1,25,,39,0,,,4,6,1,track-expenses,1,3,22,5,,20,10,0,5
mvc,6,10,7,12,7,1,,13,,39,2,,,17,7,1,TrainingProject-MVCArchitecturePattern,6,8,11,12,1,3,2,2,7
mvc,5,9,,0,2,1,5,8,,14,0,,,7,,1,TravelBlog,5,0,0,1,,3,1,1,1
mvc,8,7,4,12,6,1,,15,,33,2,,,5,4,1,travelbnb,0,4,0,6,2,3,2,1,6
mvc,3,8,2,3,2,1,,7,,14,0,,,5,4,1,trello-clone,0,2,6,2,,3,2,0,2
mvc,3,8,2,3,2,1,,7,,14,0,,,5,4,1,Trello-Clone-Project,0,2,6,2,,3,2,0,2
mvc,9,9,21,22,13,7,,98,,117,2,,,26,117,1,Trilo-Backend,8,9,0,8,2,21,16,8,8
mvc,2,8,,2,2,1,,2,,8,0,,,4,,1,TutorialCommentMVC,2,0,0,2,,3,2,0,2
mvc,2,7,2,16,1,1,,1,,11,0,,,2,2,1,unittest,0,1,0,2,,8,2,0,2
mvc,,7,,0,0,1,,0,,2,0,,,0,,1,university-attendance-management-system,0,0,0,,,3,2,0,
mvc,5,9,6,5,5,1,,7,,26,0,,,7,26,1,UniversityWebService,1,6,5,5,,3,2,0,5
mvc,1,8,2,3,5,1,,14,,17,1,,,5,2,1,UserManagementSystemUsingRestAPI,1,2,0,2,1,3,2,1,2
mvc,,9,1,0,0,1,,0,,7,0,,,1,1,1,Vaadin_project_version1,0,1,0,,,2,6,0,
mvc,,9,1,0,0,1,,0,,7,0,,,1,1,1,Vaadin_project_version2,0,1,0,,,2,6,0,
mvc,10,9,12,12,9,1,1,37,17,110,1,,,61,22,1,Valley-eCommerce-prototype,9,11,31,9,1,7,1,33,9
mvc,,9,4,20,4,1,,13,,46,1,,,5,8,1,VRL-Shopping,1,4,0,4,1,3,2,0,4
mvc,1,8,3,0,2,1,1,12,1,20,2,,,3,3,1,watchlist,0,2,0,3,2,6,2,0,3
mvc,1,7,1,0,1,1,1,1,,7,0,,,2,1,1,watchList-ThisIsFazal,1,1,0,1,,3,2,0,1
mvc,1,6,2,1,1,1,,9,,10,0,,,3,2,1,WatchVault,1,2,0,1,,2,1,0,1
mvc,5,8,,4,1,1,4,8,,20,0,,,4,,1,web-application-with-Spring-Boot-3,1,0,0,1,,7,20,3,1
mvc,1,7,1,0,1,1,1,9,,9,0,,,2,1,1,whatsapp-backend,1,1,0,1,,3,1,0,1
mvc,1,8,1,1,2,1,,15,,9,0,,,2,1,1,Women-Security-and-Empowerment-Web-Project,0,1,0,2,,3,2,2,2
mvc,2,8,4,2,2,1,,6,,16,0,,,2,4,1,work-parking_reservations,0,2,0,2,,3,2,0,2
mvc,,7,1,0,1,1,,1,,5,0,,,2,1,,Working-with-Spring-boot,1,1,0,1,,2,,0,1
